                         Date  Latitude  Longitude  Pressure(dbar)  Temperature(°C)  Salinity(PSU)
2025-01-05 20:08:02.002157056  26.94225  -26.59429      592.000000        11.693000      35.368000
2025-01-05 20:08:02.002157056  26.94225  -26.59429      593.960022        11.683000      35.367001
2025-01-05 20:08:02.002157056  26.94225  -26.59429      596.000000        11.668000      35.366001
2025-01-05 20:08:02.002157056  26.94225  -26.59429      598.000000        11.667000      35.366001
2025-01-05 20:08:02.002157056  26.94225  -26.59429      599.960022        11.646000      35.363998
2025-01-05 20:08:02.002157056  26.94225  -26.59429      601.960022        11.621000      35.362000
2025-01-05 20:08:02.002157056  26.94225  -26.59429      603.960022        11.605000      35.360001
2025-01-05 20:08:02.002157056  26.94225  -26.59429      605.960022        11.598000      35.359001
2025-01-05 20:08:02.002157056  26.94225  -26.59429      608.000000        11.583000      35.358002
2025-01-05 20:08:02.002157056  26.94225  -26.59429      610.000000        11.562000      35.355999
2025-01-05 20:08:02.002157056  26.94225  -26.59429      612.000000        11.546000      35.355000
2025-01-05 20:08:02.002157056  26.94225  -26.59429      613.960022        11.540000      35.354000
2025-01-05 20:08:02.002157056  26.94225  -26.59429      616.000000        11.525000      35.353001
2025-01-05 20:08:02.002157056  26.94225  -26.59429      618.039978        11.518000      35.352001
2025-01-05 20:08:02.002157056  26.94225  -26.59429      620.000000        11.496000      35.349998
2025-01-05 20:08:02.002157056  26.94225  -26.59429      622.000000        11.486000      35.348999
2025-01-05 20:08:02.002157056  26.94225  -26.59429      624.000000        11.473000      35.347000
2025-01-05 20:08:02.002157056  26.94225  -26.59429      626.000000        11.427000      35.344002
2025-01-05 20:08:02.002157056  26.94225  -26.59429      628.000000        11.389000      35.341000
